,0
0,-0.01519455551810794
1,-0.0239012351356457
2,-0.03037037995038769
3,0.04762123956383208
4,-0.06853681877590831
5,-0.02346265499251869
6,0.3521145986583785
7,-0.01884784490205104
8,-0.020405885155250686
9,-0.06801702911700924
10,0.36957852209017306
11,-0.13274255897624446
12,-0.11367421536797637
13,0.018865783291341975
14,0.39993481545699744
